text,cluster
"The Great Barrier Reef Marine Park Authority considers the greatest threat to the Great Barrier Reef to be climate change, causing ocean warming which increases coral bleaching.",17
Among the many examples cited by the 2018 National Climate AssessmentExit EPA’s website are an increase in heat waves and days with temperatures above 90°F; more extreme weather events such as sto...,-1
"at the end of recent ice ages, the concentration of carbon dioxide in the atmosphere started to rise only after temperatures began to climb.",198
Already-rising default rates on "subprime" and adjustable-rate mortgages (ARM) began to increase quickly thereafter.,-1
"Later in the book Ehrlich predicted ""massive famines,"" with perhaps as many as a billion people dying of starvation..",-1
Dick Barber of Duke University says that drought in the Sahel region of Africa has increased atmospheric dust fivefold.,-1
"Nordhaus has suggested, based on the social cost of carbon emissions, that an optimal price of carbon is around $30(US) per ton and will need to increase with inflation.",225
Intellectual rigour is a subset of intellectual honesty—a practice of thought in which ones convictions are kept in proportion to valid evidence.,-1
There is a scientific consensus that climate is changing and that greenhouse gases emitted by human activities are the primary driver.,-1
"If high latitude waters are warmer than 5 °C (41 °F), their density is too low for them to sink below the cooler deep waters.",152
Self-reinforcing feedbacks in the carbon cycle and planetary reflectivity could trigger a cascading set of tipping points that lead the world into a hothouse climate state.,56
"In technical sources, the term climate change is also used to refer to past and future climate changes that persist for and extended period of time, and includes regional changes as well as global change.",159
"To that end, experiments are performed and observations are made in order to determine the validity or invalidity of the theory.",32
"?We had over 10cm in Muntenia Ilfov, Giurgiu, Teleorman, Calarasi and Ialomita Counties(a region in South-East Romania).??.",-1
"While anecdotal, to be sure, Cairo, Egypt, just saw its first snowfall in more than 100 years .",-1
"Through the 2024 Diesel Emissions Reduction Act Tribal and Territory Grants Notice of Funding Opportunity, EPA anticipates awarding approximately $9 million in total DERA funding to eligible appli...",262
"Claims have recently surfaced in the blogosphere that an increasing number of scientists are warning of an imminent global cooling, some even going so far as to call it a ""growing consensus"".",-1
"They include effects on the oceans, ice, and weather and may occur gradually or rapidly.",-1
"Utility MACT has an unprecedented price tag EPA puts the cost of their rule at nearly $10 billion a year, while other sources project it will cost even more, making it the second most expensive rule in the Agency's history.",193
"While water vapour (~50%) and clouds (~25%) are the biggest contributors to the greenhouse effect, they increase as a function of temperature and are therefore considered feedbacks.",-1
"Durban has a humid subtropical climate (Köppen climate classification Cfa), with hot and humid summers and pleasantly warm and dry winters, which are snow and frost-free.",106
The pharmaceutical industry emitted 52 megatonnes of Carbon dioxide into the atmosphere in 2015.,235
"(In technical lingo, the so-called social cost of carbon would be negative.)”",-1
"In past times, during the transition between an ice age and a warm period, atmospheric CO2 concentrations changed by some 100 parts per million (ppm) from an ice age value of 180 ppm to about 280 ppm during warm periods.. Dem AG Backs Down in Exxon Climate Fight.",-1
B. C. "Antarctica appears to have broken a heat record".,-1
"According to McClatchy, ""Curbelo has broken ranks with his party to take lonely stands on high-profile topics ranging from abortion and women’s health to climate change, the environment, immigration and government spending.""",-1
